MAIN_ID,ID_name,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PLX_VALUE,OTYPE_otypes,FLUX_V
NGC  4052,,,NGC 4052,,OCl 870.0,180.446,-63.23,0.323,OpC,8.8
NGC  4337,,,NGC 4337,,OCl 878,186.022,-58.125,0.357,OpC,8.9
Cl Collinder  258,,,,,OCl 880,186.798,-60.767,0.764,OpC,7.1
NGC  4349,,,NGC 4349,,OCl 882.0,186.048,-61.866,0.49,OpC,7.4
NGC  4609,NAME Coalsack Cluster,,NGC 4609,,,190.582,-62.995,0.66,OpC,6.9
NGC  4463,,,NGC 4463,,OCl 885,187.466,-64.8,0.523,OpC,7.2
IC 4499,,,,IC 4499,,225.07738,-82.21378,0.054,GlC,8.56
NGC  4815,,,NGC 4815,,OCl 893,194.499,-64.96,0.261,OpC,8.6
NGC  4852,,,NGC 4852,,,195.046,-59.607,0.752,OpC,8.9
C 1321-621,,,,,,201.23,-62.43,,Cl*,7.9
Cl Basel   18,,,,,,201.967,-62.306,0.508,OpC,8.2
Cl Collinder  271,,,,,OCl 900,202.453,-64.199,0.353,OpC,8.7
Cl Ruprecht  108,,,,,OCl 907.0,203.002,-58.509,0.977,OpC,7.5
Cl Collinder  272,,,,,,202.586,-61.319,0.414,OpC,7.7
NGC  5281,,,NGC 5281,,,206.614,-62.916,0.603,OpC,5.9
Cl Trumpler   21,,,,,OCl 903,203.068,-62.787,0.722,OpC,7.7
NGC  5316,,,NGC 5316,,OCl 913.0,208.516,-61.883,0.665,OpC,6.0
Cl Lynga    2,,,,,OCl 916,216.085,-61.328,1.034,OpC,6.4
Cl Hogg   17,,,,,,218.459,-61.326,0.407,OpC,8.3
NAME Centaurus A,NAME Cen A,,NGC 5128,,,201.36506337683,-43.01911250808,,Sy2,6.84
NGC  5662,,,NGC 5662,,OCl 928,218.734,-56.64,1.288,OpC,5.5
NGC  5460,,,NGC 5460,,OCl 925.0,211.847,-48.285,1.34,OpC,5.6
Cl Pismis   20,,,,,OCl 932,228.848,-59.073,0.291,OpC,7.8
NGC  6744,,,NGC 6744,,,287.44222331271,-63.85747141084,,GiG,8.25
Cl Hogg   18,,,,,,222.716,-52.271,0.564,OpC,8.0
NGC  5749,,,NGC 5749,,,222.204,-54.502,0.89,OpC,8.8
NGC  5823,,,NGC 5823,,,226.365,-55.608,0.521,OpC,7.9
NGC  5925,,,NGC 5925,,,231.847,-54.515,0.679,OpC,8.4
Cl Collinder  292,,,,,,237.41,-57.594,0.528,OpC,7.9
NGC  6031,,,NGC 6031,,OCl 951,241.907,-54.014,0.534,OpC,8.5
NGC  6152,,,NGC 6152,,OCl 961.0,248.213,-52.629,0.594,OpC,8.1
NGC  6208,,,NGC 6208,,,252.336,-53.714,0.83,OpC,7.2
NGC  6397,,,NGC 6397,,,265.17538,-53.67433,0.416,GlC,5.17
NGC  6134,,,NGC 6134,,,246.953,-49.161,0.846,OpC,7.2
NGC  6167,,,NGC 6167,,OCl 971,248.662,-49.759,0.653,OpC,6.7
NGC  6584,,,NGC 6584,,,274.65667,-52.21578,0.077,GlC,8.17
HD 148937,,,NGC 6164,,,248.4682788273,-48.11124344965,0.8417,SB*,6.71
NGC  6200,,,NGC 6200,,,251.02,-47.47,0.307,OpC,7.4
NGC  6204,,,NGC 6204,,OCl 982,251.538,-47.027,0.805,OpC,8.2
NGC  6259,,,NGC 6259,,,255.195,-44.678,0.408,OpC,8.0
NGC  6249,,,NGC 6249,,OCl 994,254.445,-44.815,0.788,OpC,8.2
NGC  6250,,,NGC 6250,,OCl 991,254.497,-45.951,0.988,OpC,5.9
IC 1434,,,,IC 1434,OCl 223.0,332.625,52.858,0.278,OpC,9.0
C 2351+614,,,,,OCl 273,358.555,61.74,,OpC,9.0
Cl Ruprecht   59,,,,,,124.837,-34.495,,OpC,9.0
NGC  3521,,,NGC 3521,,,166.45236707974,-0.03590141015,,LSB,9.02
NGC  6316,,,NGC 6316,,,259.15592,-28.14,0.113,GlC,9.03
NGC  6625,,,NGC 6625,,,275.697,-11.955,,OpC,9.0
HD  97950,NAME NGC 3603YC,,NGC 3603 70,,,168.780608,-61.2607,,Cl*,9.03
NGC  5999,,,NGC 5999,,,238.046,-56.482,0.326,OpC,9.0
NGC  2905,,,NGC 2903,,,143.042129,21.500831,,H2G,9.07
HD 106561,,,,,,183.8506729202499,-0.26674964647,1.1821,*,9.08
HD 112047,,,,,,193.40018975676,0.11143038193,2.0162,*,9.07
IC 1442,,,,IC 1442,OCl 224,333.978,53.995,0.2626,OpC,9.1
NGC  7031,,,NGC 7031,,OCl 210,316.809,50.87,0.704,OpC,9.1
NGC   146,,,NGC 146,,OCl 299,8.262,63.316,0.307,OpC,9.1
HD 243588,,,,,,81.40887871019,6.58818285483,2.4292,*,9.11
Cl Basel    4,,,,,,87.242,30.19,0.286,OpC,9.1
NGC  2112,,,NGC 2112,,OCl 509,88.452,0.403,0.877,OpC,9.1
NGC  2254,,,NGC 2254,,,98.949,7.671,0.364,OpC,9.1
Cl Haffner    8,,,,,OCl 578,110.777,-12.31,0.314,OpC,9.1
NGC   247,,,NGC 247,,,11.785642,-20.7604,,LSB,9.1
Cl Collinder  469,,,,,,274.143,-18.309,0.399,OpC,9.1
HD  76764,,,,,,134.16019994231,-43.20218984769,1.0867,*,9.1
HD  70584,,,,,,125.1450586256,-50.31385964212,,*,9.11
Cl Ruprecht   97,,,,,OCl 867,179.369,-62.708,0.199,OpC,9.1
NGC  5168,,,NGC 5168,,OCl 905,202.791,-60.945,0.28,OpC,9.1
HD 164740,,,,,,270.9096,-24.3764,,ISM,9.1
NGC   185,,,NGC 185,,,9.74141667751,48.33750996518,,Sy2,9.2
NGC  7245,,,NGC 7245,,OCl 225.0,333.812,54.336,0.273,OpC,9.2
NAME Cl Frolov 1,NAME Cl Frolov 1,,,,,359.35,61.633,,OpC,9.2
Cl Collinder  115,,,,,,101.659,1.776,0.475,OpC,9.2
Cl Haffner    6,,,,,,109.998,-13.151,0.204,OpC,9.2
NGC  2587,,,NGC 2587,,,125.861,-29.503,0.295,OpC,9.2
NGC  2658,,,NGC 2658,,OCl 723.0,130.868,-32.662,0.197,OpC,9.2
IC  127,,,,IC 127,,22.448329,-6.980058,,EmG,9.2
HD  15034,,,,,,36.27906826798,-4.74698156914,4.6037,*,9.16
NGC  4631,NAME Whale Galaxy,,NGC 4631,,,190.533371,32.541511,,GiP,9.19
HD 111879,,,,,,193.11371421573,0.22903749068,1.4323,*,9.2
IC 4637,,,,IC 4637,,256.29362,-40.88547,,PN,9.2
HD 147702,,,,,,246.1064028505,-25.70709750353,7.0501,*,9.16
Cl Trumpler   35,,,,,OCl 83,280.741,-4.215,0.319,OpC,9.2
NGC  6704,,,NGC 6704,,OCl 82.0,282.687,-5.203,0.434,OpC,9.2
Cl Collinder  213,,,,,OCl 785.0,148.736,-50.951,0.3932,OpC,9.2
Cl Collinder  277,,,,,,207.058,-66.066,0.576,OpC,9.2
IC 4820,,,,IC 4820,,287.306488,-63.465492,,AG?,9.2
NGC  2841,,,NGC 2841,,,140.51115779654,50.97659363413,,LIN,9.22
NGC  6868,,,NGC 6868,,,302.475342,-48.379514,,Sy2,9.22
NGC  7793,,,NGC 7793,,,359.4573083524399,-32.59102820854,,GiG,9.28
ESO 409-12,,,,,,1.17594727984,-30.48371775026,,BiC,9.29
M  96,,M 96,NGC 3368,,,161.6906,11.819939,,GiP,9.25
NGC  2050,,,NGC 2050,,,84.15,-69.403,,As*,9.25
Cl Berkeley   62,,,,,OCl 314.0,15.309,63.918,0.36,OpC,9.3
NGC  7142,,,NGC 7142,,,326.29,65.782,0.392,OpC,9.3
NGC  2509,,,NGC 2509,,OCl 630,120.201,-19.056,0.363,OpC,9.3
Cl Haffner   18,,,,,,118.168,-26.387,0.185,OpC,9.3
BD+00  2688,,,,,,160.05895959683,0.13250262528,1.5816,*,9.34
Cl Collinder  351,,,,,,267.26,-28.745,,OpC,9.3
Cl Bochum   14,,,,,,270.498,-23.705,,OpC,9.3
NGC  6818,NAME Little Gem Nebula,,NGC 6818,,,295.991758,-14.153733,,PN,9.3
Cl VDB  130,,,,,OCl 167.1,304.5,39.33,0.521,OpC,9.3
NGC  1023,,,NGC 1023,,,40.10005565661,39.06323983136,0.5208,AG?,9.35
NGC  7788,,,NGC 7788,,OCl 275,359.179,61.395,0.3,OpC,9.4
NGC   133,,,NGC 133,,OCl 296,7.8,63.397,0.213,OpC,9.4
NGC  6826,NAME Blinking Planetary,,NGC 6826,,,296.20062509412,50.52506917637,0.7714,PN,9.359
NGC  2243,,,NGC 2243,,,97.395,-31.282,0.211,OpC,9.4
Cl Ruprecht   18,,,,,OCl 646,111.16,-26.213,0.364,OpC,9.4
Cl Haffner   15,,,,,OCl 696,116.38,-32.846,0.238,OpC,9.4
HD 105142,,,,,,181.5959606541399,-0.10833419724,1.8181,*,9.38
M 100,,M 100,NGC 4321,,,185.7288749973299,15.8223045161,,AGN,9.35
NGC  6683,,,NGC 6683,,OCl 74.0,280.554,-6.2,,OpC,9.4
NGC  1553,,,NGC 1553,,,64.04362408439,-55.7800202215,1.2067,GiP,9.4
NGC  1763,,,NGC 1763,,,74.2146,-66.4069,,As*,9.4
NGC  1747,,,NGC 1747,,,73.796,-67.178,,As*,9.37
Cl Collinder  223,,,,,,158.067,-60.02,,OpC,9.4
Cl Pismis   17,,,,,OCl 833,165.377,-59.873,0.366,OpC,9.4
NGC  2997,,,NGC 2997,,,146.41147593228,-31.19092939172,,GiG,9.41
HD  87062,,,,,,150.68226081332,2.51279216818,1.9137,*,9.43
HD  86407,,,,,,149.58450247324,2.3643428288,1.8404,*,9.44
NGC  1097,,,NGC 1097,,,41.579413,-30.274911,,LIN,9.48
M  74,,M 74,NGC 628,,,24.17393801526,15.78364097564,,G,9.46
NGC  7331,,,NGC 7331,,,339.26687751587,34.41577779903,1.0745,LIN,9.48
HD  88164,,,,,,152.52060932979,0.2233148964,0.9028,*,9.49
NGC  3628,,,NGC 3628,,,170.070908,13.589489,,GiP,9.48
BD+00  3183,,,,,,216.77457762968,-0.01369352672,1.1955,*,9.49
NGC  6569,,,NGC 6569,,,273.412,-31.82644,0.112,GlC,9.47
NGC   147,,,NGC 147,,,8.3005,48.508739,,GiG,9.5
IC   10,,,,IC 10,,5.10625,59.28806,,G,9.5
NGC   559,,,NGC 559,,OCl 322,22.387,63.301,0.325,OpC,9.5
NGC  2266,,,NGC 2266,,,100.832,26.976,0.273,OpC,9.5
Cl Ruprecht   20,,,,,,111.679,-28.817,,OpC,9.5
Cl Ruprecht   34,,,,,OCl 628,116.478,-20.386,0.357,OpC,9.5
BD-06   478,,,,,,36.58768661308,-5.42083111372,1.8925,RB?,9.51
HD  86969,,,,,,150.54374490025,1.86994910757,1.5998,*,9.54
M  90,,M 90,NGC 4569,,,189.20750409995,13.1629232814,0.072,Sy2,9.54
HD 121893,,,,,,209.57042062321,0.02401298958,1.8576,*,9.52
BD+00  3202,,,,,,218.35112367406,-0.21938971205,0.8974,*,9.52
Cl Trumpler   26,,,,,,262.126,-29.487,0.623,OpC,9.5
NGC  6791,,,NGC 6791,,OCl 142.0,290.221,37.778,0.192,OpC,9.5
Cl Pismis    8,,,,,,130.407,-46.272,0.517,OpC,9.5
OGLE-CL LMC 328,,,,,,79.54754,-69.21825,,Cl*,9.54
Cl Hogg   14,,,,,OCl 883,187.185,-59.81,,OpC,9.5
HD 220985,,,,,,352.1927028783,-55.85027855689,2.7898,Er*,9.51
Cl Lynga    6,,,,,OCl 955,241.218,-51.96,0.383,OpC,9.5
Cl Harvard    8,,,,,OCl 895,199.543,-67.079,0.357,OpC,9.5
NGC  5195,,,NGC 5195,,,202.498292,47.266128,,GiP,9.55
NGC  1399,,,NGC 1399,,,54.621179,-35.450742,,BiC,9.59
V* XY Per,,,,,,57.40140244273,38.98209674998,2.3537,Ae*,9.58
BD+01  2530,,,,,,168.02245615995,0.22134733787,1.1351,*,9.55
BD+00  2760,,,,,,168.32411966411,0.10803125646,1.812,HB*,9.58
NGC  3621,,,NGC 3621,,,169.567917,-32.8126,,Sy2,9.56
HD 106058,,,,,,183.06297975966,-0.12413525972,18.7593,PM*,9.58
NGC  5824,,,NGC 5824,,,225.994217,-33.068528,0.057,GlC,9.56
NGC  2042,NAME LH89n,,NGC 2042,,,84.041583,-68.914939,,Cl*,9.58
NGC  2060,NAME 30 Dor B,,NGC 2060,,,84.46436090394,-69.17331863669,0.2531,SNR,9.59
NGC   330,,,NGC 330,,,14.08579,-72.45347,,Cl*,9.55
NGC  7226,,,NGC 7226,,,332.605,55.398,0.185,OpC,9.6
NGC  1496,,,NGC 1496,,,61.111,52.668,0.612,OpC,9.6
NGC  1365,,,NGC 1365,,,53.401908,-36.140658,,Sy1,9.63
Cl Collinder  104,,,,,OCl 517.0,99.112,4.773,0.514,OpC,9.6
NGC  2311,,,NGC 2311,,,104.455,-4.616,0.462,OpC,9.6
Cl Ruprecht   36,,,,,,117.096,-26.287,0.34,OpC,9.6
NGC  2479,,,NGC 2479,,,118.762,-17.732,0.626,OpC,9.6
Cl Ruprecht   49,,,,,,120.805,-26.77,,OpC,9.6
Cl Ruprecht   47,,,,,,120.57,-31.074,0.234,OpC,9.6
C 0822-289,,,,,,126.051,-29.17,,OpC,9.6
HD  17437,,,,,,41.9229583570146,-3.0289229322303,2.1473,*,9.65
HD  86577,,,,,,149.8847793997,2.00925941227,4.7962,*,9.63
HD 102421,,,,,,176.81637564574,-0.15905324616,5.3902,V*,9.645
M  61,,M 61,NGC 4303,,,185.4788677428699,4.47377704644,0.0797,Sy2,9.65
NGC  4449,,,NGC 4449,,,187.046325,44.093558,,EmG,9.64
NGC  5102,,,NGC 5102,,,200.49004201348,-36.6301097656,0.2652,EmG,9.65
PN H  1-1,,,,,,243.36740369531,-34.59427442877,0.0503,Em*,9.61
HD 316285,,,,,,267.05848838298,-28.01475590822,0.301,s*b,9.6
NGC  6507,,,NGC 6507,,OCl 32.0,269.952,-17.418,,OpC,9.6
NGC  1910,,,NGC 1910,,,79.67708,-69.23669,,As*,9.65
KMHK  345,,,,,,74.329,-68.402,,Cl*,9.63
Cl Trumpler   19,,,,,OCl 843.0,168.623,-57.563,0.374,OpC,9.6
HD  99156,,,,,,171.00753089798,-58.91808251107,1.0453,*,9.64
HD 221120,,,,,,352.41096070607,-53.41895134833,1.9174,Pu*,9.645
V* FU Ori,,,,,,86.34318660106,9.07008092224,2.4538,Or*,9.6
NGC  7067,,,NGC 7067,,OCl 208.0,321.058,48.012,0.153,OpC,9.7
NGC  7296,,,NGC 7296,,OCl 228.0,337.0,52.321,0.395,OpC,9.7
NGC  7128,,,NGC 7128,,OCl 218,325.991,53.715,0.261,OpC,9.7
Cl Berkeley   58,,,,,OCl 277.0,0.063,60.937,0.282,OpC,9.7
Cl Czernik    8,,,,,OCl 359,38.24,58.764,0.332,OpC,9.7
Cl Bochum    2,,,,,,102.225,0.383,,OpC,9.7
NGC  2355,,,NGC 2355,,,109.247,13.772,0.497,OpC,9.7
NGC  2580,,,NGC 2580,,,125.371,-30.306,0.194,OpC,9.7
ESO 411-34,,,,,,14.44560640615,-27.50168860538,,EmG,9.69
HD  86436,,,,,,149.65947459673,2.50280570421,1.1281,*,9.68
HD  87078,,,,,,150.6944939164,1.75654348894,2.5818,*,9.67
M  58,,M 58,NGC 4579,,,189.4314,11.8183,,Sy2,9.66
NGC  5466,,,NGC 5466,,,211.36371,28.53444,0.057,GlC,9.7
NGC  6139,,,NGC 6139,,,246.916613,-38.849175,0.112,GlC,9.68
NGC  6638,,,NGC 6638,,,277.73437,-25.49642,0.115,GlC,9.68
ESO 261-5,,,,,OCl 765,140.007,-45.131,0.431,OpC,9.7
NGC  1672,,,NGC 1672,,,71.4273,-59.247411,,SyG,9.68
NGC  3105,,,NGC 3105,,,150.169,-54.79,0.104,OpC,9.7
C 1055-614,,,,,,164.346,-61.735,,OpC,9.7
Cl Ruprecht  107,,,,,OCl 896,199.937,-64.944,0.237,OpC,9.7
Cl Pismis   18,,,,IC 4291,OCl 906,204.227,-62.091,0.332,OpC,9.7
NGC  5873,,,NGC 5873,,,228.21191901195,-38.12544041579,1.5246,PN,9.7
NGC  1407,,,NGC 1407,,,55.0496,-18.580378,,GiG,9.67
NGC  4125,,,NGC 4125,,,182.025071,65.174133,,GiP,9.72
BD+00  2607,,,,,,151.01567077707,0.17156496755,13.3659,PM*,9.71
M  95,,M 95,NGC 3351,,,160.99054728575,11.70369477537,,GiP,9.73
NGC  4494,,,NGC 4494,,,187.85016306189,25.7750199067,,GiP,9.74
BD+00  3023,,,,,,196.98759238545,0.07076201285,2.0134,RB?,9.71
NGC  1566,,,NGC 1566,,,65.00165353052,-54.93795130799,0.1385,Sy1,9.73
NGC  1848,,,NGC 1848,,,77.045208,-71.1735,,As*,9.73
HD 261054,,,,,,99.53820637052,9.48478782468,0.7686,Em*,9.78
CD-38  4128,,,,,,122.36934793334,-38.85813436819,1.0009,EB*,9.75
NGC  2683,,,NGC 2683,,,133.17211034566,33.42183268931,,AGN,9.79
MCG-05-56-033,,,,,,358.3553238040699,-29.5381214543,,GiG,9.75
ESO 409-7,,,,,,0.63474460324,-30.62162485925,,G,9.77
HD  88165,,,,,,152.5094164368,-0.08951830764,11.2718,PM*,9.75
M 105,,M 105,NGC 3379,,,161.956667,12.581631,,LIN,9.76
NGC  4490,NAME Cocoon Galaxy,,NGC 4490,,,187.6437,41.6405,,GiP,9.79
M  89,,M 89,NGC 4552,,,188.91586388929,12.55634190714,,LIN,9.75
HD 119217,,,,,,205.4820370129762,-0.1291420344039,40.4853,PM*,9.75
NGC  6760,,,NGC 6760,,,287.80025,1.03047,0.132,GlC,9.78
NGC  1549,,,NGC 1549,,,63.938429,-55.592361,,GiP,9.79
NGC   103,,,NGC 103,,OCl 291.0,6.312,61.326,0.288,OpC,9.8
TYC  254-835-1,,,,,,161.58513929425,0.08467369691,0.5584,*,9.84
NGC  3923,,,NGC 3923,,,177.757429,-28.806211,,GiG,9.8
HD 105106,,,,,,181.5298244204099,0.00699344673,6.8427,*,9.8
Cl Collinder  333,,,,,,262.87,-34.02,,OpC,9.8
C 1756-281,,,,,OCl 9.0,269.933,-28.207,,OpC,9.8
Cl Ruprecht   83,,,,,,147.307,-54.611,0.217,OpC,9.8
NAME Circinus Galaxy,NAME FKLB,,,,,213.291275,-65.339019,,Sy2,9.84
NGC  5715,,,NGC 5715,,,220.859,-57.578,0.435,OpC,9.8
NGC  6115,,,NGC 6115,,OCl 960,246.139,-51.932,0.2956,OpC,9.8
BD+61  2357,,,,,,343.14065458363,62.31325871843,1.7441,**,9.9
Cl Czernik    3,,,,,,15.78,62.787,0.195,OpC,9.9
Cl Basel   10,,,,,OCl 349.1,34.878,58.304,0.442,OpC,9.9
NGC  6229,,,NGC 6229,,,251.744337,47.526772,0.041,GlC,9.86
M 102,,M 102,NGC 5866,,,226.623171,55.763308,,SyG,9.89
NGC  2768,,,NGC 2768,,,137.906267,60.037208,,SyG,9.87
NGC  1232,,,NGC 1232,,,47.439642,-20.5793,,EmG,9.87
Cl Bochum    6,,,,,,112.992,-19.416,0.249,OpC,9.9
CD-44   146,,,,,,8.92979860174,-43.45711926023,3.2905,*,9.9
NGC  3344,,,NGC 3344,,,160.879792,24.922219,,EmG,9.86
M  99,NAME Coma Pinwheel,M 99,NGC 4254,,,184.706771,14.416489,,H2G,9.87
LEDA   42660,,,,,,190.56722059326,-40.10702355485,,G,9.9
HD 119519,,,,,,205.9259024,0.1811217,,**,9.864
BD+00  3219,,,,,,219.98465471106,0.27674354387,1.6297,*,9.9
NGC  6544,,,NGC 6544,,,271.83575,-24.99733,0.399,GlC,9.9
NGC  6629,,,NGC 6629,,,276.42689240649,-23.20293099651,0.486,PN,9.9
NGC  6535,,,NGC 6535,,,270.96046,-0.29764,0.163,GlC,9.85
ESO 313-7,,,,,OCl 735.0,129.407,-39.603,1.026,OpC,9.9
CD-40  4427,,,,,,128.88098271935,-40.67198740687,1.1403,Y*?,9.9
NGC  2972,,,NGC 2972,,,145.058,-50.326,0.483,OpC,9.9
LHA 120-N  43,,,NGC 1925n,,,80.6062,-65.7461,,Cl*,9.85
NGC  1858,,,NGC 1858,,,77.48371,-68.90172,,Cl*,9.88
NGC  1755,,,NGC 1755,,,73.818292,-68.206422,,Cl*,9.85
NGC  4372,,,NGC 4372,,,186.43929,-72.65908,0.187,GlC,9.85
NGC   891,,,NGC 891,,,35.637112,42.348319,,H2G,9.93
NGC  1380,,,NGC 1380,,,54.114958,-34.9763,,Sy2,9.93
NGC  1808,,,NGC 1808,,,76.926429,-37.51305,,Sy2,9.94
IRAS 05291+1058,,,,,,82.9704360164687,11.0105985296594,2.4709,Y*O,9.92
TYC  247-75-1,,,,,,150.23811074449,2.62205169179,3.4976,*,9.94
BD+00  2606,,,,,,150.88917378454,-0.20426966706,4.1139,*,9.95
BD+00  2799,,,,,,172.97971991111,0.00683254535,7.1467,PM*,9.93
TYC 4932-636-1,,,,,,179.84017071853,-0.16412770741,5.5083,PM*,9.928
NGC  4228,,,NGC 4228,,,183.913225,36.326889,,SBG,9.93
NGC  4753,,,NGC 4753,,,193.092133,-1.199689,,GiG,9.95
NGC  1761,,,NGC 1761,,,74.163,-66.483,,As*,9.94
LH 104,,,,,,84.996,-69.402,,As*,9.94
BD+01  2512,,,,,,165.90547466811,0.24060096203,4.8741,*,9.98
NGC  5053,,,NGC 5053,,,199.11287,17.70025,0.05,GlC,9.96
BD+00  3081,,,,,,204.35212983676,0.02841279516,1.9025,SB*,9.98
BD+00  3068,,,,,,203.02804003978,-0.22369375478,8.3203,PM*,9.96
CD-44  3318,NAME Bernes 135,,,,,109.8678694653128,-44.586454326593,,Ae*,9.99
NGC  1433,,,NGC 1433,,,55.50618642458,-47.22192474796,,Sy2,9.99
LH  97,,,,,,84.375,-69.343,,As*,9.97
NGC  1984,,,NGC 1984,,,81.917,-69.135,,Cl*,9.99
NGC  6997,,,NGC 6997,,OCl 197,314.128,44.64,1.127,OpC,10.0
NGC  1404,,,NGC 1404,,,54.716321,-35.594392,,GiP,10.0
NGC  2269,,,NGC 2269,,OCl 524,100.818,4.628,0.438,OpC,10.0
NGC  2304,,,NGC 2304,,,103.802,17.984,0.219,OpC,10.0
Cl Trumpler    6,,,,,,111.608,-24.19,,OpC,10.0
Cl Haffner   16,,,,,,117.586,-25.458,0.293,OpC,10.0
BD-05   458,,,,,,36.67352347537,-4.85271103951,3.9956,*,10.01
BD-05   460,,,,,,36.80956723562,-4.4485353628,3.3899,*,10.046
IC 1613,,,,IC 1613,,16.2016962,2.1194959,,GiC,10.01
NGC  2935,,,NGC 2935,,,144.18688658771,-21.12821123586,,Sy2,10.04
NGC  3109,,,NGC 3109,,,150.778654,-26.159572,,AG?,10.04
NGC  3132,NAME Eight-Burst Nebula,,NGC 3132,,,151.75735684271,-40.43642515362,1.3198,PN,10.01
Z  64-73,NAME Harrington-Wilson No1,,,,,152.11717,12.3065,,G,10.0
TYC 4921-290-1,,,,,,166.23947728001,-0.04580194008,1.1179,*,10.0
NGC  4216,,,NGC 4216,,,183.97685,13.1494,,GiP,10.01
HD 108536,,,,,,187.0280956181499,9.08406153849,3.3747,PM*,10.03
NGC  4559,,,NGC 4559,,,188.99016786249,27.9599609106,0.04,H2G,10.01
BD+00  2973,,,,,,190.70054060537,-0.20210623695,3.9053,*,10.03
NGC  5068,,,NGC 5068,,,199.728363,-21.0391,,AG?,10.01
NGC  6563,,,NGC 6563,,,273.01042,-33.86861,,PN,10.0
NGC  6342,,,NGC 6342,,,260.29225,-19.58742,0.141,GlC,10.01
NGC  6583,,,NGC 6583,,,273.962,-22.143,0.413,OpC,10.0
Cl Roslund    4,,,,,OCl 138,301.199,29.196,0.423,OpC,10.0
CD-42  4827,,,,,,134.49787018992,-42.82767618753,1.0437,*,10.01
IC 2501,,,,IC 2501,,144.69662570911,-60.0918910107,0.1325,PN,10.0
NGC  1313,,,NGC 1313,,,49.566858,-66.498261,,AG?,10.0
NGC  5307,,,NGC 5307,,,207.76357536599,-51.20578770694,0.2881,PN,10.0
CD-50 10202,,,,,,242.94067482683,-51.29851051618,0.4479,LP*,10.03
NGC  4236,,,NGC 4236,,,184.175492,69.462569,,GiG,10.08
HD 249701,,,,,,89.5506586,20.9228489,,**,10.051
NGC  2419,,,NGC 2419,,,114.53546,38.88192,0.003,GlC,10.05
ESO 409-25,,,,,,2.840279,-28.854403,,Sy1,10.08
BD-00  4466,,,,,,347.2239357259833,-0.1617409192811,3.437,SB*,10.06
HD  86813,,,,,,150.26800741279,2.5044704833,1.808,*,10.09
TYC  237-2-1,,,,,,149.87802928024,0.04502213576,1.0527,*,10.09
HD  87314,,,,,,151.05516019009,-0.06047307943,6.6537,PM*,10.064
BD+00  2747,,,,,,166.8412513824,0.22181841058,6.2337,*,10.094
BD+00  2859,,,,,,178.91129887349,-0.07794408312,6.4674,*,10.09
NGC  4450,,,NGC 4450,,,187.12329610584,17.08499336445,0.1309,LIN,10.08
NGC  5634,,,NGC 5634,,,217.40533,-5.97642,0.056,GlC,10.05
NGC  1856,,,NGC 1856,,,77.376208,-69.129189,,Cl*,10.06
NGC  1871,,,NGC 1871,,,78.468167,-67.455522,,As*,10.09
Cl Collinder  421,,,,,OCl 184.0,305.829,41.701,0.813,OpC,10.1
NGC  3077,,,NGC 3077,,,150.8295689628838,68.7337656017127,,GiP,10.14
NGC  1931,,,NGC 1931,,OCl 441,82.845,34.233,,OpC,10.1
NGC  2440,,,NGC 2440,,,115.4808,-18.2089,,PN,10.104
ESO 471-51,,,,,,359.571855764,-30.111335265,,EmG,10.13
BD-05   461,,,,,,36.8069691939,-4.65323071978,2.7301,*,10.14
NGC   925,,,NGC 925,,,36.820471,33.578881,,H2G,10.12
TYC 4923-848-1,,,,,,171.85925257057,-0.28304868066,1.0747,Er*,10.15
BD+00  2813,,,,,,174.49043869121,-0.27352702915,2.7735,*,10.103
M  98,,M 98,NGC 4192,,,183.45121278624,14.900542632,,LIN,10.14
NGC  4395,,,NGC 4395,,,186.4535971291199,33.54686115782,,Sy2,10.11
NGC  4414,,,NGC 4414,,,186.6130320388199,31.22350727958,,GiG,10.12
TYC  298-975-1,,,,,,196.40243047315,0.13726370394,1.8542,*,10.15
HD 119903,,,,,,206.51883076486,0.16536262277,17.1113,*,10.14
BD+00  3132,,,,,,211.4649104302,0.1344643102,1.3348,*,10.13
BD+00  3220,,,,,,220.00191607022,0.18312659934,2.7231,*,10.13
NGC  6440,,,NGC 6440,,,267.21946,-20.35958,0.149,GlC,10.1
NGC  2069,,,NGC 2069,,,84.675,-69.008,,ISM,10.1
HD 308604,,,,,,173.20281062516,-63.45561042719,0.4741,*,10.15
NGC  6216,,,NGC 6216,,,252.335,-44.721,0.367,OpC,10.1
NGC   134,,,NGC 134,,,7.591335,-33.242929,,GiP,10.12
Cl Berkeley   65,,,,,OCl 360,39.768,60.403,0.444,OpC,10.2
NGC  2976,,,NGC 2976,,,146.814408,67.916381,,GiP,10.16
NGC  1792,,,NGC 1792,,,76.31001538767,-37.98057348088,,Sy1,10.18
NGC  2432,,,NGC 2432,,,115.223,-19.078,0.493,OpC,10.2
NGC  2455,,,NGC 2455,,,117.284,-21.298,0.294,OpC,10.2
2MASXI J0007208-280714,,,,,,1.83658179384,-28.11854357442,,LSB,10.17
NGC   908,,,NGC 908,,,35.769038,-21.23385,,Sy1,10.18
NGC  2784,,,NGC 2784,,,138.081237,-24.1726,,EmG,10.16
BD+00  2709,,,,,,163.01125834885,-0.1605772043,19.5314,PM*,10.199
NGC  4278,,,NGC 4278,,,185.0284342,29.2807561,,LIN,10.16
